date, pm25, pm10, o3, no2, so2, co
2017/3/30, 128, 29, 39, 17, 3, 4
2017/3/31, 94, 48, 55, 11, 2, 4
2016/10/1, 44, 29, 44, 12, 3, 3
2016/10/2, 44, 31, 30, 13, 2, 3
2016/10/3, 49, 40, 45, 15, 4, 4
2016/10/4, 58, 31, 35, 9, 1, 2
2016/10/5, 44, 33, 76, 13, 4, 3
2016/10/6, 77, 47, 20, 19, 3, 6
2016/10/7, 90, 31, 28, 14, 3, 3
2016/10/8, 54, 16, 37, 5, 1, 2
2016/10/9, 15, 15, 33, 6, 1, 2
2016/10/10, 14, 19, 30, 9, 1, 2
2016/10/11, 17, 20, 29, 7, 1, 1
2016/10/12, 18, 45, 39, 12, 1, 2
2016/10/13, 44, 45, 36, 9, 2, 2
2016/10/14, 63, 16, 21, 9, 1, 1
2016/10/15, 19, 33, 76, 12, 3, 3
2016/10/16, 51, 16, 16, 9, 1, 2
2016/10/17, 23, 29, 53, 12, 2, 3
2016/10/18, 43, 35, 39, 14, 2, 3
2016/10/19, 51, 54, 112, 17, 5, 7
2016/10/20, 120, 49, 22, 16, 3, 5
2016/10/21, 81, 36, 23, 14, 4, 4
2016/10/22, 49, 25, 25, 9, 3, 2
2016/10/23, 33, 26, 35, 12, 3, 3
2016/10/24, 28, 44, 58, 17, 5, 4
2016/10/25, 56, 51, 38, 15, 3, 4
2016/10/26, 77, 54, 49, 16, 3, 5
2016/10/27, 99, 55, 44, 16, 4, 4
2016/10/28, 111, 32, 31, 8, 2, 2
2016/10/29, 35, 28, 32, 7, 3, 2
2016/10/30, 31, 33, 32, 9, 4, 2
2016/10/31, 28, 32, 32, 9, 3, 2
2016/11/1, 30, 33, 30, 11, 2, 2
2016/11/2, 35, 37, 32, 10, 3, 2
2016/11/3, 41, 31, 33, 15, 4, 3
2016/11/4, 49, 48, 68, 20, 4, 5
2016/11/5, 85, 45, 46, 18, 3, 5
2016/11/6, 84, 49, 65, 14, 4, 4
2016/11/7, 89, 40, 29, 13, 2, 3
2016/11/8, 66, 29, 26, 11, 3, 2
2016/11/9, 42, 26, 20, 15, 2, 3
2016/11/10, 35, 31, 31, 16, 3, 4
2016/11/11, 46, 46, 47, 19, 4, 5
2016/11/12, 69, 51, 57, 16, 4, 5
2016/11/13, 89, 60, 66, 19, 4, 6
2016/11/14, 122, 54, 35, 20, 7, 5
2016/11/15, 91, 47, 45, 13, 3, 3
2016/11/16, 57, 45, 36, 19, 3, 4
2016/11/17, 56, 54, 37, 21, 3, 5
2016/11/18, 86, 50, 61, 25, 5, 6
2016/11/19, 93, 30, 28, 15, 2, 3
2016/11/20, 55, 21, 19, 18, 3, 3
2016/11/21, 26, 27, 26, 17, 4, 3
2016/11/22, 43, 18, 29, 9, 1, 3
2016/11/23, 19, 23, 23, 8, 2, 2
2016/11/24, 15, 21, 25, 13, 2, 3
2016/11/25, 14, 36, 27, 17, 2, 4
2016/11/26, 34, 36, 31, 9, 1, 4
2016/11/27, 45, 58, 36, 8, 4, 3
2016/11/28, 72, 45, 32, 10, 3, 3
2016/11/29, 53, 43, 29, 15, 2, 3
2016/11/30, 47, 45, 27, 11, 2, 3
2016/12/1, 58, 43, 31, 12, 3, 3
2016/12/2, 56, 40, 27, 12, 3, 3
2016/12/3, 40, 43, 28, 13, 1, 3
2016/12/4, 56, 46, 39, 15, 4, 4
2016/12/5, 52, 68, 36, 11, 3, 4
2016/12/6, 100, 45, 31, 14, 3, 3
2016/12/7, 58, 36, 30, 12, 3, 2
2016/12/8, 30, 34, 32, 10, 3, 2
2016/12/9, 24, 39, 40, 10, 2, 2
2016/12/10, 42, 34, 35, 10, 3, 2
2016/12/11, 40, 53, 36, 17, 4, 4
2016/12/12, 66, 53, 32, 20, 4, 4
2016/12/13, 80, 42, 29, 10, 3, 3
2016/12/14, 49, 52, 32, 9, 3, 3
2016/12/15, 69, 52, 31, 11, 3, 3
2016/12/16, 67, 37, 33, 14, 3, 4
2016/12/17, 57, 43, 42, 21, 3, 6
2016/12/18, 70, 50, 49, 25, 3, 7
2016/12/19, 81, 45, 32, 23, 4, 7
2016/12/20, 67, 61, 37, 22, 5, 7
2016/12/21, 90, 41, 25, 18, 2, 5
2016/12/22, 59, 60, 42, 10, 5, 6
2016/12/23, 95, 45, 34, 15, 2, 4
2016/12/24, 67, 47, 37, 17, 2, 5
2016/12/25, 63, 60, 31, 17, 3, 5
2016/12/26, 89, 42, 30, 13, 3, 4
2016/12/27, 69, 26, 26, 15, 2, 2
2016/12/28, 31, 35, 32, 8, 2, 2
2016/12/29, 45, 36, 30, 13, 2, 4
2016/12/30, 49, 32, 28, 14, 2, 4
2016/12/31, 43, , , , , 
2016/7/1, 29, 22, 30, 11, 2, 3
2016/7/2, 34, 19, 24, 10, 3, 3
2016/7/3, 29, 21, 28, 12, 2, 3
2016/7/4, 28, 23, 29, 9, 2, 2
2016/7/5, 35, 28, 67, 9, 2, 2
2016/7/6, 44, 18, 17, 5, 1, 1
2016/7/7, 17, 16, 15, 4, 2, 1
2016/7/8, 11, 17, 20, 12, 2, 3
2016/7/9, 15, 19, 33, 9, 1, 2
2016/7/10, 29, 19, 30, 9, 1, 3
2016/7/11, 23, 20, 36, 7, 2, 2
2016/7/12, 30, 24, 27, 7, 2, 2
2016/7/13, 22, 29, 23, 8, 3, 2
2016/7/14, 33, 31, 20, 8, 4, 2
2016/7/15, 38, 32, 21, 8, 3, 2
2016/7/16, 41, 28, 19, 9, 2, 2
2016/7/17, 43, 25, 23, 10, 2, 3
2016/7/18, 44, 21, 23, 9, 2, 2
2016/7/19, 26, 19, 21, 10, 4, 2
2016/7/20, 31, 24, 17, 9, 3, 3
2016/7/21, 51, 26, 18, 11, 3, 3
2016/7/22, 48, 27, 32, 11, 4, 2
2016/7/23, 52, 27, 41, 9, 5, 2
2016/7/24, 55, 32, 39, 10, 2, 2
2016/7/25, 61, 30, 36, 9, 3, 2
2016/7/26, 67, 27, 20, 11, 4, 3
2016/7/27, 47, 33, 37, 11, 3, 3
2016/7/28, 44, 36, 55, 13, 5, 3
2016/7/29, 68, 34, 57, 11, 3, 2
2016/7/30, 60, 26, 30, 7, 1, 1
2016/7/31, 40, 24, 31, 12, 3, 3
2016/8/1, 37, 26, 32, 14, 3, 3
2016/8/2, 32, 27, 48, 10, 3, 2
2016/8/3, 34, 21, 22, 8, 3, 2
2016/8/4, 29, 26, 37, 11, 5, 3
2016/8/5, 36, 35, 59, 10, 3, 2
2016/8/6, 62, 20, 23, 9, 3, 2
2016/8/7, 27, 21, 27, 9, 2, 1
2016/8/8, 23, 24, 31, 11, 3, 2
2016/8/9, 25, 25, 47, 11, 2, 2
2016/8/10, 36, 23, 24, 15, 2, 4
2016/8/11, 38, 28, 31, 15, 2, 4
2016/8/12, 40, 21, 37, 14, 3, 3
2016/8/13, 35, 28, 50, 9, 2, 3
2016/8/14, 37, 33, 44, 9, 2, 3
2016/8/15, 48, 27, 43, 10, 2, 3
2016/8/16, 39, 23, 34, 10, 4, 3
2016/8/17, 27, 24, 39, 9, 2, 2
2016/8/18, 35, 33, 33, 12, 3, 3
2016/8/19, 41, 36, 29, 7, 2, 2
2016/8/20, 38, 40, 31, 8, 2, 2
2016/8/21, 53, 32, 35, 10, 4, 2
2016/8/22, 52, 33, 35, 11, 3, 3
2016/8/23, 56, 34, 42, 12, 4, 3
2016/8/24, 58, 37, 65, 12, 5, 3
2016/8/25, 64, 37, 49, 11, 3, 3
2016/8/26, 67, 30, 27, 13, 2, 3
2016/8/27, 51, 39, 66, 10, 3, 3
2016/8/28, 58, 51, 84, 10, 4, 3
2016/8/29, 75, 48, 85, 16, 4, 4
2016/8/30, 73, 49, 83, 14, 3, 5
2016/8/31, 87, 53, 54, 17, 3, 5
2016/9/1, 100, 38, 22, 17, 3, 5
2016/9/2, 63, 29, 38, 13, 2, 4
2016/9/3, 47, 27, 38, 8, 1, 3
2016/9/4, 35, 24, 23, 11, 2, 3
2016/9/5, 36, 21, 26, 13, 2, 4
2016/9/6, 37, 16, 20, 10, 1, 2
2016/9/7, 17, 20, 20, 11, 2, 3
2016/9/8, 30, 22, 15, 18, 2, 5
2016/9/9, 34, 20, 25, 11, 2, 3
2016/9/10, 22, 25, 34, 9, 3, 3
2016/9/11, 33, 34, 38, 10, 2, 2
2016/9/12, 48, 21, 35, 7, 2, 1
2016/9/13, 25, 17, 11, 7, 1, 1
2016/9/14, 16, 29, 28, 13, 1, 4
2016/9/15, 37, 21, 29, 10, 1, 3
2016/9/16, 34, 17, 32, 8, 1, 2
2016/9/17, 16, 26, 38, 8, 2, 2
2016/9/18, 31, 49, 55, 12, 3, 3
2016/9/19, 70, 44, 41, 9, 2, 2
2016/9/20, 56, 32, 45, 10, 2, 2
2016/9/21, 41, 26, 38, 10, 2, 3
2016/9/22, 29, 25, 37, 11, 2, 2
2016/9/23, 33, 33, 41, 10, 2, 2
2016/9/24, 51, 30, 25, 8, 2, 2
2016/9/25, 58, 22, 12, 6, 2, 1
2016/9/26, 30, 19, 17, 2, 1, 
2016/9/28, 45, 33, 49, 15, 2, 5
2016/9/29, 48, 31, 29, 13, , 5
2016/9/30, 45, 30, 20, 13, 3, 4
2016/4/1, 124, 63, 46, 23, 5, 7
2016/4/2, 134, 55, 35, 16, 4, 6
2016/4/3, 114, 50, 23, 16, 4, 6
2016/4/4, 104, 58, 35, 18, 3, 5
2016/4/5, 106, 46, 33, 16, 3, 5
2016/4/6, 95, 41, 30, 15, 5, 5
2016/4/7, 72, 47, 23, 17, 3, 4
2016/4/8, 87, 51, 34, 16, 4, 4
2016/4/9, 97, 34, 25, 14, 5, 3
2016/4/10, 70, 23, 31, 16, 4, 4
2016/4/11, 46, 43, 36, 19, 3, 5
2016/4/12, 78, 21, 36, 14, 2, 5
2016/4/13, 44, 34, 30, 26, 3, 7
2016/4/14, 67, 32, 35, 23, 3, 6
2016/4/15, 61, 42, 38, 13, 4, 5
2016/4/16, 75, 30, 23, 16, 4, 5
2016/4/17, 57, 25, 44, 18, 3, 7
2016/4/18, 42, 31, 50, 16, 4, 6
2016/4/19, 52, 57, 55, 22, 3, 7
2016/4/20, 85, 47, 32, 16, 3, 6
2016/4/21, 82, 39, 34, 10, 3, 4
2016/4/22, 76, 35, 33, 13, 4, 4
2016/4/23, 67, 29, 40, 13, 4, 4
2016/4/24, 56, 38, 37, 15, 4, 5
2016/4/25, 70, 60, 55, 18, 5, 6
2016/4/26, 119, 27, 32, 10, 2, 3
2016/4/27, 58, 42, 45, 14, 4, 5
2016/4/28, 81, 62, 98, 15, 7, 6
2016/4/29, 107, 71, 66, 21, 4, 8
2016/4/30, 152, 46, 45, 19, 2, 6
2016/5/1, 102, 36, 54, 14, 6, 6
2016/5/2, 60, 30, 27, 8, 4, 3
2016/5/3, 53, 47, 33, 18, 4, 6
2016/5/4, 85, 40, 29, 13, 4, 4
2016/5/5, 78, 32, 27, 13, 5, 4
2016/5/6, 51, 29, 22, 13, 4, 4
2016/5/7, 57, 37, 41, 12, 3, 4
2016/5/8, 79, 30, 37, 10, 4, 4
2016/5/9, 57, 31, 20, 12, 4, 3
2016/5/10, 43, 31, 50, 14, 3, 5
2016/5/11, 57, 40, 64, 18, 4, 5
2016/5/12, 64, 35, 46, 15, 3, 5
2016/5/13, 67, 28, 50, 14, 2, 5
2016/5/14, 49, 41, 39, 10, 3, 4
2016/5/15, 77, 22, 34, 13, 2, 4
2016/5/16, 42, 32, 43, 14, 4, 4
2016/5/17, 54, 37, 47, 16, 5, 4
2016/5/18, 64, 46, 50, 14, 5, 4
2016/5/19, 75, 39, 53, 18, 5, 5
2016/5/20, 66, 45, 29, 23, 5, 7
2016/5/21, 80, 33, 9, 20, 3, 6
2016/5/22, 69, 23, 37, 14, 2, 5
2016/5/23, 44, 24, 31, 17, 3, 4
2016/5/24, 45, 33, 33, 16, 4, 4
2016/5/25, 59, 44, 72, 18, 6, 6
2016/5/26, 79, 38, 48, 13, 4, 5
2016/5/27, 71, 33, 28, 12, 3, 4
2016/5/28, 32, 25, 24, 6, 3, 2
2016/5/29, 29, 25, 17, 7, 4, 2
2016/5/30, 32, 24, 17, 8, 2, 2
2016/5/31, 29, 31, 29, 7, 3, 2
2016/6/1, 32, 26, 26, 10, 3, 3
2016/6/2, 29, 30, 26, 10, 2, 3
2016/6/3, 35, 29, 24, 8, 2, 3
2016/6/4, 38, 29, 53, 10, 2, 3
2016/6/5, 50, 24, 28, 10, 3, 3
2016/6/6, 34, 27, 43, 12, 3, 4
2016/6/7, 50, 30, 52, 13, 4, 3
2016/6/8, 55, 26, 51, 11, 4, 4
2016/6/9, 53, 22, 29, 14, 3, 4
2016/6/10, 36, 14, 21, 10, 2, 3
2016/6/11, 14, 15, 20, 7, 2, 2
2016/6/12, 18, 11, 22, 8, 2, 2
2016/6/13, 19, 18, 23, 11, 2, 4
2016/6/14, 24, 27, 23, 6, 3, 3
2016/6/15, 34, 28, 23, 7, 2, 3
2016/6/16, 28, 26, 20, 7, 3, 2
2016/6/17, 24, 21, 26, 10, 3, 3
2016/6/18, 34, 23, 26, 9, 4, 2
2016/6/19, 36, 26, 32, 9, 3, 2
2016/6/20, 41, 27, 27, 12, 4, 3
2016/6/21, 32, 22, 18, 11, 3, 3
2016/6/22, 32, 26, 18, 10, 4, 3
2016/6/23, 31, 23, 26, 11, 3, 3
2016/6/24, 34, 20, 20, 9, 3, 3
2016/6/25, 29, 21, 25, 8, 2, 3
2016/6/26, 34, 23, 30, 10, 3, 3
2016/6/27, 41, 23, 34, 14, 4, 4
2016/6/28, 36, 28, 30, 11, 4, 4
2016/6/29, 34, 20, 25, 10, 5, 3
2016/6/30, 27, 21, 27, 8, 2, 2
2016/1/4, 84, 47, 13, 22, 5, 7
2016/1/5, 98, 24, 27, 15, 3, 4
2016/1/6, 41, 43, 33, 11, 3, 4
2016/1/7, 74, 45, 34, 13, 3, 5
2016/1/8, 85, 44, 36, 16, 5, 6
2016/1/9, 75, 41, 30, 16, 4, 6
2016/1/10, 76, 17, 34, 18, 2, 4
2016/1/11, 36, 30, 29, 10, 1, 4
2016/1/12, 52, 25, 31, 10, 1, 5
2016/1/13, 52, 52, 29, 16, 5, 7
2016/1/14, 102, 57, 23, 24, 4, 7
2016/1/15, 124, 30, 33, 16, 3, 5
2016/1/16, 63, 24, 26, 15, 2, 5
2016/1/17, 45, 44, 38, 12, 3, 6
2016/1/18, 77, 56, 32, 15, 5, 6
2016/1/19, 124, 24, 32, 17, 5, 5
2016/1/20, 45, 17, 25, 14, 2, 4
2016/1/21, 32, 12, 29, 14, 3, 3
2016/1/22, 23, 31, 28, 9, 3, 4
2016/1/23, 60, 37, 30, 7, 3, 3
2016/1/24, 52, 37, 31, 10, 3, 3
2016/1/25, 47, 32, 33, 22, 4, 6
2016/1/26, 56, 42, 20, 23, 3, 8
2016/1/27, 64, 40, 13, 21, 4, 6
2016/1/28, 73, 16, 18, 23, 4, 5
2016/1/29, 32, 26, 27, 13, 2, 4
2016/1/30, 40, 34, 35, 10, 2, 3
2016/1/31, 47, 13, 38, 9, , 4
2016/2/1, 17, 17, 30, 9, 1, 4
2016/2/2, 20, 26, 28, 14, 3, 4
2016/2/3, 43, 29, 28, 14, 3, 3
2016/2/4, 38, 34, 36, 11, 3, 4
2016/2/5, 60, 72, 62, 11, 7, 6
2016/2/6, 149, 58, 51, 12, 4, 5
2016/2/7, 112, 45, 51, 10, 3, 3
2016/2/8, 62, 36, 42, 18, 4, 5
2016/2/9, 69, 50, 53, 25, 4, 7
2016/2/10, 102, 43, 32, 18, 2, 5
2016/2/11, 92, 34, 39, 15, 4, 5
2016/2/12, 60, 29, 29, 14, 4, 5
2016/2/13, 52, 15, 24, 10, 2, 5
2016/2/14, 23, 40, 27, 10, 4, 4
2016/2/15, 70, 30, 31, 14, 3, 3
2016/2/16, 51, 23, 30, 15, 3, 4
2016/2/17, 36, 33, 31, 21, 4, 6
2016/2/18, 60, 42, 25, 16, 3, 5
2016/2/19, 69, 60, 37, 12, 4, 4
2016/2/20, 99, 65, 37, 15, 3, 5
2016/2/21, 79, 51, 36, 16, 4, 7
2016/2/22, 78, 20, 34, 10, 2, 3
2016/2/23, 25, 35, 38, 9, 2, 3
2016/2/24, 57, 35, 35, 9, 2, 3
2016/2/25, 51, 21, 31, 20, 4, 4
2016/2/26, 41, 18, 34, 16, 3, 4
2016/2/27, 34, 32, 41, 20, 5, 4
2016/2/28, 45, 60, 47, 13, 4, 4
2016/2/29, 98, 43, 44, 13, 3, 4
2016/3/1, 62, 43, 59, 22, 4, 6
2016/3/2, 67, 62, 54, 27, 4, 9
2016/3/3, 118, 52, 31, 30, 5, 7
2016/3/4, 93, 54, 26, 28, 6, 6
2016/3/5, 106, 44, 27, 17, 4, 4
2016/3/6, 95, 43, 32, 20, 4, 5
2016/3/7, 76, 56, 19, 19, 4, 6
2016/3/8, 105, 20, 31, 12, 2, 3
2016/3/9, 34, 11, 34, 9, 2, 2
2016/3/10, 15, 29, 32, 13, 2, 3
2016/3/11, 48, 28, 28, 26, 4, 8
2016/3/12, 59, 32, 26, 19, 2, 6
2016/3/13, 70, 39, 40, 9, 3, 3
2016/3/14, 50, 30, 42, 24, 2, 6
2016/3/15, 61, 29, 24, 26, 3, 7
2016/3/16, 59, 45, 17, 31, 3, 11
2016/3/17, 89, 41, 18, 26, 3, 11
2016/3/18, 92, 34, 20, 24, 5, 6
2016/3/19, 73, 47, 39, 15, 5, 4
2016/3/20, 79, 50, 36, 19, 3, 4
2016/3/21, 83, 50, 37, 15, 2, 5
2016/3/22, 87, 18, 39, 17, 2, 3
2016/3/23, 32, 33, 43, 13, 3, 3
2016/3/24, 54, 27, 37, 15, 2, 3
2016/3/25, 51, 50, 67, 13, 5, 4
2016/3/26, 77, 46, 64, 14, 5, 4
2016/3/27, 79, 49, 66, 15, 4, 5
2016/3/28, 89, 60, 58, 28, 5, 7
2016/3/29, 109, 56, 41, 31, 5, 7
2016/3/30, 101, 79, 34, 27, 6, 6
2016/3/31, 146, 62, 64, 28, 5, 7
2015/10/1, 82, 36, 40, 15, 3, 7
2015/10/2, 81, 38, 62, 15, 3, 6
2015/10/3, 87, 46, 50, 13, 4, 5
2015/10/4, 94, 41, 43, 14, 3, 5
2015/10/5, 83, 28, 36, 13, 4, 4
2015/10/6, 62, 38, 44, 17, 6, 4
2015/10/7, 70, 34, 34, 12, 5, 4
2015/10/8, 69, 17, 38, 12, 2, 3
2015/10/9, 41, 39, 45, 12, 4, 3
2015/10/10, 76, 48, 43, 11, 3, 4
2015/10/11, 90, 47, 68, 10, 5, 3
2015/10/12, 79, 54, 80, 12, 6, 4
2015/10/13, 97, 39, 44, 13, 5, 4
2015/10/14, 66, 36, 40, 12, 6, 3
2015/10/15, 61, 42, 37, 11, 4, 3
2015/10/16, 73, 43, 47, 8, 4, 3
2015/10/17, 70, 37, 49, 7, 3, 3
2015/10/18, 68, 20, 39, 6, 3, 2
2015/10/19, 52, 22, 33, 9, 3, 3
2015/10/20, 41, 27, 34, 9, 4, 2
2015/10/21, 55, 39, 43, 7, 3, 2
2015/10/22, 72, 36, 44, 9, 3, 3
2015/10/23, 72, 33, 32, 10, 4, 3
2015/10/24, 64, 41, 41, 10, 3, 3
2015/10/25, 80, 47, 59, 15, 4, 5
2015/10/26, 95, 52, 48, 14, 4, 4
2015/10/27, 105, 47, 57, 19, 3, 7
2015/10/28, 101, 63, 59, 17, 6, 8
2015/10/29, 129, 43, 44, 16, 4, 4
2015/10/30, 93, 29, 35, 9, 3, 3
2015/10/31, 55, 27, 31, 10, 4, 2
2015/11/1, 59, 37, 33, 11, 3, 4
2015/11/2, 73, 37, 37, 11, 4, 4
2015/11/3, 76, 38, 63, 20, 6, 7
2015/11/4, 77, 47, 74, 22, 4, 8
2015/11/5, 102, 57, 88, 20, 4, 7
2015/11/6, 131, 57, 53, 18, 4, 7
2015/11/7, 134, 55, 57, 17, 4, 6
2015/11/8, 129, 45, 35, 14, 3, 6
2015/11/9, 107, 41, 37, 12, 4, 5
2015/11/10, 77, 27, 34, 15, 3, 4
2015/11/11, 61, 28, 43, 19, 5, 6
2015/11/12, 62, 49, 31, 24, 4, 7
2015/11/13, 99, 34, 31, 17, 5, 5
2015/11/14, 77, 23, 38, 14, 3, 4
2015/11/15, 58, 39, 40, 23, 8, 7
2015/11/16, 79, 45, 50, 25, 5, 7
2015/11/17, 98, 38, 30, 16, 4, 5
2015/11/18, 83, 37, 35, 16, 6, 6
2015/11/19, 66, 30, 35, 17, 4, 5
2015/11/20, 60, 24, 25, 20, 4, 5
2015/11/21, 59, 26, 30, 13, 3, 4
2015/11/22, 59, 26, 34, 9, 3, 3
2015/11/23, 60, 30, 31, 10, 2, 4
2015/11/24, 46, 38, 33, 11, 4, 3
2015/11/25, 47, 35, 34, 10, 4, 3
2015/11/26, 49, 41, 31, 16, 5, 4
2015/11/27, 61, 35, 33, 21, 3, 5
2015/11/28, 63, 39, 34, 16, 2, 6
2015/11/29, 69, 22, 27, 14, 5, 3
2015/11/30, 31, 30, 33, 19, 6, 4
2015/12/1, 48, 36, 40, 16, 4, 5
2015/12/2, 61, 57, 29, 12, 5, 5
2015/12/3, 76, 50, 33, 12, 5, 4
2015/12/4, 64, 31, 40, 14, 5, 4
2015/12/5, 57, 17, 26, 10, 2, 4
2015/12/6, 20, 35, 27, 12, 5, 4
2015/12/7, 56, 26, 30, 10, 4, 3
2015/12/8, 32, 35, 27, 24, 5, 7
2015/12/9, 52, 18, 29, 19, 3, 5
2015/12/10, 39, 37, 26, 15, 2, 4
2015/12/11, 56, 25, 31, 15, 3, 5
2015/12/12, 53, 32, 32, 18, 4, 5
2015/12/13, 59, 33, 29, 14, 3, 5
2015/12/14, 52, 61, 34, 12, 4, 8
2015/12/15, 119, 72, 38, 12, 8, 7
2015/12/16, 145, 51, 28, 11, 6, 4
2015/12/17, 78, 28, 26, 14, 4, 3
2015/12/18, 46, 18, 28, 11, 4, 3
2015/12/19, 31, 41, 34, 20, 4, 6
2015/12/20, 67, 46, 18, 17, 4, 3
2015/12/21, 73, 45, 32, 16, 5, 5
2015/12/22, 73, 42, 22, 23, 5, 8
2015/12/23, 75, 44, 13, 22, 4, 8
2015/12/24, 81, 23, 27, 12, 3, 6
2015/12/25, 48, 57, 32, 14, 4, 7
2015/12/26, 109, 35, 37, 11, 2, 5
2015/12/27, 75, 43, 36, 12, 3, 4
2015/12/28, 70, 45, 33, 13, 4, 3
2015/12/29, 67, 25, 31, 10, 2, 3
2015/12/30, 50, , , , , 
2015/7/1, 53, 28, 29, 8, 3, 3
2015/7/2, 55, 24, 26, 12, 2, 4
2015/7/3, 57, 27, 33, 11, 2, 3
2015/7/4, 61, 24, 55, 11, 3, 3
2015/7/5, 56, 31, 41, 13, 3, 4
2015/7/6, 61, 30, 33, 11, 4, 3
2015/7/7, 54, 32, 51, 9, 3, 5
2015/7/8, 64, 32, 26, 9, 3, 3
2015/7/9, 57, 27, 22, 6, 2, 2
2015/7/10, 41, 30, 34, 7, 2, 3
2015/7/11, 59, 27, 38, 6, 3, 4
2015/7/12, 65, 31, 29, 10, 3, 5
2015/7/13, 77, 34, 38, 10, 3, 3
2015/7/14, 89, 34, 35, 11, 4, 3
2015/7/15, 86, 38, 45, 13, 4, 4
2015/7/16, 94, 31, 42, 8, 3, 3
2015/7/17, 82, 41, 70, 12, 4, 4
2015/7/18, 98, 22, 28, 11, 4, 3
2015/7/19, 62, 14, 22, 12, 2, 3
2015/7/20, 37, 24, 32, 12, 3, 3
2015/7/21, 54, 18, 28, 9, 3, 2
2015/7/22, 51, 21, 26, 10, 4, 3
2015/7/23, 55, 23, 26, 11, 3, 3
2015/7/24, 60, 23, 26, 9, 3, 3
2015/7/25, 59, 22, 26, 8, 4, 3
2015/7/26, 58, 22, 20, 12, 4, 3
2015/7/27, 64, 20, 27, 11, 3, 3
2015/7/28, 55, 17, 25, 11, 3, 3
2015/7/29, 53, 21, 23, 10, 3, 3
2015/7/30, 63, 19, 19, 10, 4, 3
2015/7/31, 58, 14, 22, 8, 3, 2
2015/8/1, 53, 20, 35, 9, 3, 3
2015/8/2, 60, 22, 26, 11, 4, 2
2015/8/3, 65, 20, 28, 11, 4, 2
2015/8/4, 65, 25, 38, 13, 2, 3
2015/8/5, 72, 26, 27, 12, 3, 2
2015/8/6, 65, 22, 10, 5, 3, 1
2015/8/7, 41, 16, 18, 7, 2, 2
2015/8/8, 29, 19, 13, 18, 4, 6
2015/8/9, 49, 29, 26, 14, 3, 5
2015/8/10, 64, 23, 27, 12, 3, 5
2015/8/11, 57, 20, 26, 11, 3, 4
2015/8/12, 52, 16, 24, 8, 3, 3
2015/8/13, 44, 15, 34, 10, 4, 3
2015/8/14, 47, 13, 20, 9, 2, 3
2015/8/15, 40, 11, 17, 9, 2, 3
2015/8/16, 40, 17, 26, 10, 4, 3
2015/8/17, 55, 21, 31, 10, 4, 4
2015/8/18, 60, 23, 38, 10, 3, 3
2015/8/19, 59, , , , , 
2015/8/21, 42, 8, 15, 4, 1, 1
2015/8/22, 27, 21, 18, 5, 2, 2
2015/8/23, 37, 24, 32, 7, 3, 3
2015/8/24, 52, 23, 39, 15, 3, 4
2015/8/25, 60, 33, 37, 17, 3, 6
2015/8/26, 83, 14, 21, 16, 3, 5
2015/8/27, 46, 25, 21, 15, 3, 5
2015/8/28, 63, 13, 13, 14, 2, 4
2015/8/29, 46, 12, 16, 12, 2, 4
2015/8/30, 38, 14, 23, 15, 2, 5
2015/8/31, 43, 14, 28, 12, 2, 4
2015/9/1, 42, 26, 39, 12, 3, 5
2015/9/2, 59, 28, 29, 11, 3, 5
2015/9/3, 66, 25, 21, 11, 3, 4
2015/9/4, 70, 23, 24, 12, 4, 4
2015/9/5, 59, 25, 31, 9, 3, 4
2015/9/6, 59, 28, 41, 12, 3, 4
2015/9/7, 66, 26, 48, 11, 4, 3
2015/9/8, 65, 28, 38, 10, 3, 3
2015/9/9, 57, 34, 49, 11, 4, 3
2015/9/10, 64, 34, 49, 14, 3, 3
2015/9/11, 67, 34, 47, 12, 3, 3
2015/9/12, 72, 41, 65, 8, 2, 3
2015/9/13, 82, 26, 44, 11, 2, 4
2015/9/14, 66, 23, 35, 14, 4, 4
2015/9/15, 66, 21, 41, 10, 3, 3
2015/9/16, 52, 35, 64, 13, 5, 4
2015/9/17, 75, 39, 73, 12, 5, 4
2015/9/18, 78, 45, 78, 15, 5, 4
2015/9/19, 93, 52, 99, 15, 7, 5
2015/9/20, 119, 47, 65, 15, 5, 6
2015/9/21, 113, 48, 26, 15, 5, 5
2015/9/22, 112, , , , , 
2015/9/23, 88, , , , , 
2015/9/24, 87, 32, 26, 22, 7, 5
2015/9/25, 77, 31, 39, 11, 3, 3
2015/9/26, 69, 36, 43, 10, 2, 3
2015/9/27, 75, 22, 37, 4, 2, 2
2015/9/28, 50, 32, 22, 16, 4, 6
2015/9/29, 43, 36, 47, 18, 2, 8
2015/9/30, 77, 40, 35, 13, 3, 7
2015/4/1, 67, 32, 23, 13, 4, 4
2015/4/2, 69, 26, 26, 11, 4, 5
2015/4/3, 58, 27, 28, 14, 4, 5
2015/4/4, 67, 26, 39, 13, 3, 4
2015/4/5, 71, 27, 33, 9, 3, 3
2015/4/6, 68, 19, 34, 8, 2, 3
2015/4/7, 48, 18, 36, 10, 2, 3
2015/4/8, 46, 28, 33, 16, 4, 4
2015/4/9, 66, 20, 33, 16, 3, 4
2015/4/10, 60, 30, 35, 17, 3, 4
2015/4/11, 71, 33, 35, 18, 2, 5
2015/4/12, 78, 49, 56, 22, 8, 5
2015/4/13, 91, 51, 64, 18, 2, 6
2015/4/14, 87, 43, 85, 21, 4, 6
2015/4/15, 79, 53, 56, 18, 4, 6
