date, pm25, pm10, o3, no2, so2, co
2021/7/17, 52, 20, 47, 5, 1, 1
2021/7/18, 43, 23, 48, 7, 1, 1
2021/7/19, 47, 18, 23, 7, 1, 1
2021/7/20, 32, 23, 18, 5, 1, 
2021/7/21, 40, 15, 15, 5, 1, 
2021/7/22, 26, 22, 21, 3, , 1
2021/7/23, 40, 13, 27, 4, , 1
2021/7/24, 27, 20, 53, 4, , 1
2021/7/25, 51, 23, 35, 4, 1, 1
2021/7/26, 49, 21, 38, 7, 2, 2
2021/7/27, 39, 25, 50, 8, 1, 2
2021/7/28, 59, 18, 35, 8, 1, 2
2021/7/29, 46, 17, 28, 9, 1, 2
2021/7/30, 38, 9, 20, 7, 1, 1
2021/7/31, 30, 7, 32, 7, , 2
2021/8/1, 28, 9, 26, 9, , 2
2021/8/2, 28, 18, 41, 10, 1, 3
2021/8/3, 48, 14, 37, 11, , 3
2021/8/4, 37, 16, 22, 13, , 3
2021/8/5, 42, 10, 17, 13, , 3
2021/8/6, 31, 6, 28, 7, , 2
2021/8/7, 32, 16, 36, 8, 2, 2
2021/8/8, 50, 14, 29, 8, 1, 2
2021/8/9, 39, 16, 29, 10, , 2
2021/8/10, 47, 16, 30, 8, 1, 2
2021/8/11, 41, 15, 23, 7, 1, 2
2021/8/12, 36, 12, 23, 7, 1, 2
2021/8/13, 30, 13, 26, 7, 1, 2
2021/8/14, 36, 9, 23, 5, , 1
2021/8/15, 35, 14, 20, 8, 2, 2
2021/8/16, 36, 12, 17, 8, 1, 1
2021/8/17, 41, 14, 21, 9, 2, 1
2021/8/18, 41, 20, 37, 10, 2, 2
2021/8/19, 54, 15, 34, 9, 1, 2
2021/8/20, 43, 17, 19, 8, 1, 2
2021/8/21, 49, 16, 24, 7, 1, 2
2021/8/22, 48, 13, 18, 9, 1, 1
2021/8/23, 39, 12, 21, 8, 1, 2
2021/8/24, 39, 16, 24, 9, 1, 2
2021/8/25, 44, 19, 36, 7, , 2
2021/8/26, 53, 19, 26, 6, 1, 1
2021/8/27, 53, 24, 59, 8, 1, 2
2021/8/28, 60, 25, 48, 8, 1, 2
2021/8/29, 65, 31, 43, 10, 1, 3
2021/8/30, 76, 33, 41, 12, 2, 3
2021/8/31, 77, 31, 43, 10, 1, 2
2021/9/1, 73, 25, 33, 10, , 2
2021/9/2, 64, 14, 25, 7, , 1
2021/9/3, 43, 12, 23, 8, , 1
2021/9/4, 42, 17, 39, 7, , 2
2021/9/5, 47, 15, 28, 9, , 2
2021/9/6, 49, 15, 34, 8, , 1
2021/9/7, 40, 19, 31, 8, , 2
2021/9/8, 55, 25, 54, 9, , 2
2021/9/9, 59, 29, 47, 9, 1, 2
2021/9/10, 67, 21, 38, 7, , 2
2021/9/11, 52, 12, 15, 4, , 1
2021/9/12, 33, 17, 29, 7, , 1
2021/9/13, 43, 15, 16, 8, 1, 2
2021/9/14, 34, 18, 29, 9, , 2
2021/9/15, 49, 21, 40, 10, , 3
2021/9/16, 56, 27, 59, 11, , 3
2021/9/17, 70, 28, 65, 10, 1, 3
2021/9/18, 71, 20, 25, 7, 1, 2
2021/9/19, 57, 23, 37, 8, 1, 2
2021/9/20, 62, 17, 21, 9, 1, 2
2021/9/21, 55, 16, 18, 10, , 2
2021/9/22, 48, 23, 53, 10, 1, 3
2021/9/23, 60, 19, 27, 8, , 2
2021/9/24, 41, 23, 42, 7, , 2
2021/9/25, 48, 25, 39, 7, 1, 2
2021/9/26, 57, 20, 26, 9, , 2
2021/9/27, 47, 21, 29, 11, 1, 2
2021/9/28, 49, 25, 41, 13, 1, 2
2021/9/29, 56, 26, 55, 13, 1, 3
2021/9/30, 60, 31, 53, 12, 2, 3
2021/4/1, 67, 30, 25, 12, 2, 3
2021/4/2, 70, 23, 40, 8, 1, 2
2021/4/3, 57, 36, 42, 8, 2, 4
2021/4/4, 71, 38, 49, 8, 2, 2
2021/4/5, 52, 28, 43, 11, 2, 2
2021/4/6, 49, 26, 48, 11, 2, 2
2021/4/7, 42, 21, 47, 14, 2, 3
2021/4/8, 42, 20, 54, 9, 1, 3
2021/4/9, 50, 23, 44, 8, 1, 2
2021/4/10, 49, 28, 49, 7, 1, 3
2021/4/11, 56, 30, 46, 10, 1, 3
2021/4/12, 66, 27, 40, 14, 3, 5
2021/4/13, 64, 23, 40, 9, 1, 3
2021/4/14, 47, 16, 40, 13, 1, 3
2021/4/15, 40, 22, 46, 10, 1, 2
2021/4/16, 51, 31, 70, 8, 2, 2
2021/4/17, 54, 78, 66, 6, 1, 3
2021/4/18, 93, 32, 48, 8, 2, 2
2021/4/19, 42, 34, 72, 8, 1, 2
2021/4/20, 53, 29, 66, 9, 1, 2
2021/4/21, 45, 30, 51, 11, 2, 3
2021/4/22, 55, 22, 35, 8, 1, 2
2021/4/23, 40, 24, 41, 8, 1, 2
2021/4/24, 41, 20, 32, 8, 2, 2
2021/4/25, 42, 23, 48, 9, 2, 2
2021/4/26, 38, 37, 40, 10, 2, 2
2021/4/27, 65, 17, 28, 13, 2, 3
2021/4/28, 40, 13, 39, 15, 2, 4
2021/4/29, 29, 26, 84, 13, 2, 5
2021/4/30, 52, 29, 59, 15, 2, 6
2021/5/1, 61, 33, 63, 11, 2, 4
2021/5/2, 65, 39, 48, 11, 2, 3
2021/5/3, 70, 41, 68, 13, 3, 4
2021/5/4, 76, 35, 42, 12, 3, 3
2021/5/5, 56, 38, 51, 12, 2, 3
2021/5/6, 63, 28, 28, 13, 2, 4
2021/5/7, 57, 23, 25, 9, 1, 2
2021/5/8, 52, 17, 29, 7, 1, 2
2021/5/9, 36, 19, 27, 10, 2, 2
2021/5/10, 41, 22, 26, 11, 4, 2
2021/5/11, 40, 20, 27, 10, 3, 2
2021/5/12, 38, 18, 17, 10, 3, 2
2021/5/13, 38, 23, 20, 10, 3, 2
2021/5/14, 40, 23, 22, 9, 3, 2
2021/5/15, 34, 23, 24, 7, 3, 2
2021/5/16, 37, 18, 27, 7, 2, 1
2021/5/17, 34, 17, 28, 4, 1, 1
2021/5/18, 35, 21, 26, 6, 2, 1
2021/5/19, 29, 23, 23, 8, 3, 2
2021/5/20, 39, 19, 23, 9, 3, 2
2021/5/21, 41, 25, 34, 5, 2, 1
2021/5/22, 46, 22, 33, 5, 3, 1
2021/5/23, 40, 31, 34, 7, 2, 2
2021/5/24, 44, 20, 55, 8, 2, 2
2021/5/25, 39, 19, 46, 8, 2, 2
2021/5/26, 38, 17, 25, 5, 3, 1
2021/5/27, 27, 20, 29, 6, 2, 1
2021/5/28, 24, 15, 37, 6, 2, 1
2021/5/29, 25, 8, 34, 4, 1, 1
2021/5/30, 13, 7, 32, 11, 1, 2
2021/5/31, 19, 15, 45, 12, 2, 3
2021/6/1, 28, 18, 47, 7, 2, 2
2021/6/2, 30, 16, 31, 7, 2, 1
2021/6/3, 28, 18, 28, 7, 2, 1
2021/6/4, 25, 9, 37, 8, 1, 2
2021/6/5, 20, 8, 33, 8, 1, 2
2021/6/6, 21, 11, 49, 7, 1, 2
2021/6/7, 20, 19, 47, 10, 2, 2
2021/6/8, 24, 20, 37, 8, 1, 1
2021/6/9, 31, 16, 20, 7, 1, 1
2021/6/10, 28, 18, 45, 8, 2, 1
2021/6/11, 34, 18, 37, 6, 2, 1
2021/6/12, 38, 15, 26, 7, 1, 1
2021/6/13, 24, 16, 23, 5, 1, 1
2021/6/14, 25, 14, 19, 4, 2, 1
2021/6/15, 21, 17, 27, 4, 2, 1
2021/6/16, 25, 23, 28, 4, 2, 1
2021/6/17, 32, 20, 28, 4, 2, 1
2021/6/18, 25, 17, 30, 3, 1, 1
2021/6/22, 29, 12, 33, 8, 2, 2
2021/6/23, 22, 12, 36, 9, 1, 2
2021/6/24, 26, 15, 38, 10, 1, 2
2021/6/25, 29, 12, 33, 6, 1, 2
2021/6/26, 31, 13, 27, 2, 2, 1
2021/6/27, 26, 11, 21, 3, 1, 1
2021/6/28, 25, 12, 23, 3, 1, 1
2021/6/29, 27, 21, 24, 3, 1, 1
2021/6/30, 38, 19, 24, 4, 2, 1
2021/1/4, 29, 10, 34, 7, 2, 2
2021/1/5, 23, 14, 31, 8, 1, 3
2021/1/6, 32, 10, 31, 7, 1, 3
2021/1/7, 29, 22, 22, 10, 5, 2
2021/1/8, 50, 28, 26, 9, 6, 3
2021/1/9, 52, 21, 29, 6, 2, 2
2021/1/10, 37, 22, 27, 11, 3, 3
2021/1/11, 56, 44, 36, 16, 3, 4
2021/1/12, 90, 41, 35, 19, 8, 4
2021/1/13, 63, 32, 36, 24, 3, 8
2021/1/14, 62, 37, 44, 24, 2, 6
2021/1/15, 77, 45, 40, 12, 2, 4
2021/1/16, 78, 36, 34, 5, 2, 2
2021/1/17, 64, 40, 33, 10, 2, 2
2021/1/18, 65, 17, 33, 12, 2, 2
2021/1/19, 33, 31, 29, 23, 6, 5
2021/1/20, 60, 40, 29, 23, 4, 6
2021/1/21, 84, 30, 23, 19, 3, 4
2021/1/22, 65, 28, 24, 12, 5, 2
2021/1/23, 66, 33, 40, 8, 4, 5
2021/1/24, 71, 42, 39, 13, 3, 4
2021/1/25, 82, 39, 32, 18, 2, 3
2021/1/26, 78, 26, 31, 12, 5, 4
2021/1/27, 50, 29, 33, 12, 3, 5
2021/1/28, 57, 62, 37, 8, 2, 4
2021/1/29, 82, 34, 43, 14, 2, 4
2021/1/30, 58, 38, 49, 19, 2, 6
2021/1/31, 84, 41, 41, 27, 3, 8
2021/2/1, 90, 51, 42, 21, 2, 6
2021/2/2, 107, 45, 46, 12, 2, 3
2021/2/3, 67, 36, 30, 19, 3, 4
2021/2/4, 62, 49, 47, 22, 3, 6
2021/2/5, 99, 65, 52, 25, 3, 7
2021/2/6, 142, 46, 40, 18, 2, 6
2021/2/7, 107, 42, 46, 16, 2, 5
2021/2/8, 80, 23, 40, 6, 2, 2
2021/2/9, 43, 23, 37, 14, 3, 4
2021/2/10, 50, 14, 32, 8, 1, 2
2021/2/11, 39, 22, 35, 4, 1, 1
2021/2/12, 40, 22, 36, 5, 2, 2
2021/2/13, 39, 35, 36, 9, 2, 2
2021/2/14, 66, 24, 38, 11, 2, 3
2021/2/15, 60, 36, 47, 8, 3, 4
2021/2/16, 77, 47, 42, 6, , 3
2021/2/17, 84, 43, 42, 5, 2, 2
2021/2/18, 71, 27, 41, 10, 2, 3
2021/2/19, 54, 34, 52, 16, 2, 4
2021/2/20, 75, 44, 76, 18, 3, 5
2021/2/21, 101, 31, 35, 18, 2, 4
2021/2/22, 71, 39, 46, 14, 2, 4
2021/2/23, 72, 47, 33, 12, 1, 3
2021/2/24, 71, 52, 32, 17, 2, 4
2021/2/25, 110, 42, 28, 16, 3, 4
2021/2/26, 91, 18, 32, 8, 2, 2
2021/2/27, 38, 26, 30, 11, 2, 3
2021/2/28, 52, 33, 30, 18, 3, 5
2021/3/1, 73, 18, 29, 9, 2, 3
2021/3/2, 45, 29, 31, 14, 2, 3
2021/3/3, 53, 42, 25, 18, 3, 4
2021/3/4, 83, 37, 33, 23, 3, 6
2021/3/5, 80, 29, 30, 15, 1, 3
2021/3/6, 63, 22, 32, 7, 1, 2
2021/3/7, 46, 39, 37, 9, 2, 2
2021/3/8, 61, 43, 40, 9, 2, 2
2021/3/9, 69, 22, 39, 10, 1, 3
2021/3/10, 50, 42, 47, 16, 3, 5
2021/3/11, 83, 54, 47, 17, 3, 6
2021/3/12, 115, 28, 45, 8, 1, 3
2021/3/13, 56, 32, 52, 9, 2, 3
2021/3/14, 66, 46, 55, 18, 3, 6
2021/3/15, 100, 32, 43, 17, 1, 5
2021/3/16, 74, 53, 28, 17, 2, 4
2021/3/17, 105, 48, 26, 15, 2, 3
2021/3/18, 91, 33, 33, 18, 3, 6
2021/3/19, 72, 27, 32, 15, 2, 4
2021/3/20, 70, 41, 43, 8, 2, 4
2021/3/21, 85, 44, 39, 11, 1, 3
2021/3/22, 80, 28, 38, 21, 3, 5
2021/3/23, 51, 20, 36, 14, 2, 4
2021/3/24, 41, 30, 42, 13, 2, 2
2021/3/25, 58, 35, 47, 15, 2, 4
2021/3/26, 64, 41, 42, 15, 2, 3
2021/3/27, 73, 34, 31, 13, 3, 4
2021/3/28, 71, 46, 46, 11, 1, 4
2021/3/29, 100, 32, 24, 12, 2, 3
2021/3/30, 67, 35, 33, 15, 2, 4
2021/3/31, 80, 32, 16, 14, 3, 4
2020/10/1, 51, 28, 46, 9, 3, 2
2020/10/2, 60, 26, 52, 9, 2, 3
2020/10/3, 58, 25, 66, 9, 3, 3
2020/10/4, 62, 25, 40, 6, 2, 2
2020/10/5, 47, 27, 35, 7, 2, 2
2020/10/6, 39, 27, 39, 8, 2, 2
2020/10/7, 41, 27, 35, 8, 1, 2
2020/10/8, 44, 30, 37, 7, 2, 1
2020/10/9, 52, 26, 35, 6, 2, 1
2020/10/10, 44, 14, 34, 6, 2, 1
2020/10/11, 33, 14, 29, 6, 4, 1
2020/10/12, 29, 15, 38, 7, 3, 2
2020/10/13, 30, 26, 40, 7, 3, 2
2020/10/14, 41, 27, 42, 6, 2, 2
2020/10/15, 45, 26, 38, 5, 3, 2
2020/10/16, 48, 21, 41, 5, 4, 2
2020/10/17, 43, 20, 46, 3, 3, 1
2020/10/18, 46, 23, 47, 4, 3, 2
2020/10/19, 46, 25, 45, 5, 2, 2
2020/10/20, 47, 17, 34, 5, 3, 2
2020/10/21, 29, 12, 41, 5, 6, 2
2020/10/22, 28, 44, 36, 10, 7, 3
2020/10/23, 72, 42, 40, 5, 6, 2
2020/10/24, 52, 16, 35, 6, 3, 1
2020/10/25, 24, 18, 36, 7, 3, 2
2020/10/26, 24, 19, 35, 8, 2, 1
2020/10/27, 29, 22, 33, 7, 2, 1
2020/10/28, 42, 27, 44, 6, 3, 2
2020/10/29, 47, 36, 42, 6, 2, 2
2020/10/30, 52, 26, 43, 6, 2, 2
2020/10/31, 31, 19, 45, 6, 2, 2
2020/11/1, 40, 24, 49, 5, 3, 2
2020/11/2, 31, 49, 45, 7, 4, 3
2020/11/3, 78, 32, 37, 6, 3, 2
2020/11/4, 40, 22, 35, 5, 4, 2
2020/11/5, 27, 34, 45, 13, 4, 3
2020/11/6, 45, 42, 52, 10, 1, 3
2020/11/7, 68, 21, 63, 4, 4, 3
2020/11/8, 53, 41, 49, 5, 3, 2
2020/11/9, 53, 19, 31, 5, 5, 1
2020/11/10, 27, 28, 37, 5, 3, 2
2020/11/11, 39, 20, 36, 4, 1, 2
2020/11/12, 34, 17, 32, 8, 4, 2
2020/11/13, 37, 17, 36, 5, 9, 1
2020/11/14, 31, 19, 32, 9, 2, 2
2020/11/15, 35, 15, 28, 10, 2, 2
2020/11/16, 23, 30, 64, 11, 3, 3
2020/11/17, 63, 40, 36, 19, 4, 5
2020/11/18, 81, 33, 36, 20, 8, 5
2020/11/19, 71, 29, 40, 13, 4, 4
2020/11/20, 56, 11, 32, 8, 2, 4
2020/11/21, 23, 23, 30, 10, 2, 3
2020/11/22, 41, 17, 29, 5, 2, 2
2020/11/23, 24, 17, 31, 8, 4, 2
2020/11/24, 26, 16, 34, 11, 2, 3
2020/11/25, 22, 20, 31, 14, 1, 3
2020/11/26, 33, 26, 33, 8, 2, 3
2020/11/27, 38, 17, 28, 5, 2, 3
2020/11/28, 28, 10, 32, 4, 1, 2
2020/11/29, 21, 15, 31, 4, 3, 2
2020/11/30, 21, 16, 30, 5, 2, 2
2020/12/1, 33, 21, 34, 5, 4, 1
2020/12/2, 33, 15, 34, 5, 2, 2
2020/12/3, 33, 10, 29, 8, 3, 3
2020/12/4, 25, 10, 29, 5, 1, 2
2020/12/5, 23, 11, 30, 5, 2, 2
2020/12/6, 14, 8, 30, 6, 4, 2
2020/12/7, 19, 8, 34, 6, 2, 3
2020/12/8, 13, 10, 30, 12, 2, 3
2020/12/9, 21, 12, 27, 9, 6, 2
2020/12/10, 27, 15, 27, 11, 2, 2
2020/12/11, 32, 35, 27, 11, 3, 5
2020/12/12, 63, 42, 42, 12, 14, 6
2020/12/13, 93, 18, 31, 10, 4, 4
2020/12/14, 42, 8, 26, 8, 2, 2
2020/12/15, 19, 7, 26, 9, 4, 2
2020/12/16, 17, 10, 27, 9, 3, 3
2020/12/17, 16, 12, 25, 12, 2, 3
2020/12/18, 24, 11, 27, 7, 1, 3
2020/12/19, 28, 9, 29, 5, 1, 2
2020/12/20, 18, 7, 31, 6, 1, 2
2020/12/21, 17, 12, 30, 9, 2, 2
2020/12/22, 23, 14, 25, 12, 2, 3
2020/12/23, 31, 28, 38, 11, 2, 3
2020/12/24, 56, 31, 35, 9, 2, 3
2020/12/25, 59, 26, 37, 12, 2, 3
2020/12/26, 49, 35, 14, 15, 3, 4
2020/12/27, 64, 19, 30, 10, 2, 3
2020/12/28, 45, 45, 30, 20, 2, 5
2020/12/29, 77, 30, 23, 8, 3, 3
2020/12/30, 54, 31, 25, 7, 6, 2
2020/12/31, 57, 27, 27, 9, 1, 2
2021/1/1, 53, 18, 29, 7, 3, 3
2021/1/2, 38, 18, 36, 9, 1, 3
2021/1/3, 38, 12, 31, 7, 1, 2
2020/7/1, 25, 16, 31, 9, 2, 3
2020/7/2, 34, 18, 30, 8, 2, 2
2020/7/3, 34, 14, 22, 7, 2, 2
2020/7/4, 38, 18, 23, 7, 2, 2
2020/7/5, 46, 17, 16, 5, 2, 2
2020/7/6, 35, 13, 21, 5, 2, 1
2020/7/7, 22, 13, 21, 6, 3, 1
2020/7/8, 28, 19, 24, 4, 3, 1
2020/7/9, 30, 16, 19, 3, 1, 1
2020/7/10, 29, 15, 21, 7, 2, 1
2020/7/11, 38, 13, 17, 7, 2, 1
2020/7/12, 38, 16, 21, 7, 3, 1
2020/7/13, 42, 18, 50, 7, 2, 2
2020/7/14, 47, 20, 48, 7, 3, 3
2020/7/15, 49, 13, 19, 4, 2, 1
2020/7/16, 28, 16, 21, 6, 2, 1
2020/7/17, 21, 14, 17, 5, 1, 1
2020/7/18, 29, 16, 24, 6, 3, 2
2020/7/19, 40, 14, 23, 7, 3, 1
2020/7/20, 40, 14, 22, 7, 2, 2
2020/7/21, 35, 12, 22, 5, 1, 1
2020/7/22, 27, 17, 29, 8, 2, 2
2020/7/23, 38, 13, 19, 8, 3, 1
2020/7/24, 31, 14, 21, 8, 3, 2
2020/7/25, 30, 13, 20, 7, 1, 2
2020/7/26, 32, 15, 22, 10, 3, 2
2020/7/27, 35, 15, 20, 11, 1, 2
2020/7/28, 31, 20, 61, 8, 3, 2
2020/7/29, 44, 20, 35, 11, 3, 2
2020/7/30, 46, 34, 106, 10, 3, 3
2020/7/31, 82, 38, 76, 8, 4, 3
2020/8/1, 91, 17, 28, 6, 1, 1
2020/8/2, 39, 10, 17, 8, , 2
2020/8/3, 27, 11, 23, 6, 2, 1
2020/8/4, 24, 14, 33, 11, 2, 3
2020/8/5, 37, 18, 30, 8, 1, 2
2020/8/6, 31, 18, 29, 7, 2, 2
2020/8/7, 44, 18, 26, 6, 1, 2
2020/8/8, 46, 14, 26, 7, 1, 2
2020/8/9, 40, 18, 33, 8, 3, 2
2020/8/10, 52, 17, 29, 12, 3, 3
2020/8/11, 37, 18, 46, 12, 2, 4
2020/8/12, 41, 19, 33, 8, 3, 2
2020/8/13, 33, 14, 23, 7, 1, 1
2020/8/14, 29, 17, 26, 9, 2, 2
2020/8/15, 37, 20, 31, 9, 3, 2
2020/8/16, 38, 24, 45, 8, 5, 2
2020/8/17, 57, 33, 55, 12, 3, 3
2020/8/18, 65, 28, 42, 9, 4, 3
2020/8/19, 63, 37, 50, 8, 3, 2
2020/8/20, 85, 32, 66, 8, 1, 2
2020/8/21, 79, 10, 23, 7, 2, 1
2020/8/22, 23, 11, 31, 6, 3, 2
2020/8/23, 30, 18, 39, 7, 2, 2
2020/8/24, 44, 21, 46, 6, 1, 2
2020/8/25, 46, 16, 34, 5, , 2
2020/8/26, 44, 11, 22, 6, 1, 2
2020/8/27, 29, 14, 32, 8, 3, 2
2020/8/31, 30, 23, 44, 7, 3, 2
2020/9/1, 53, 30, 50, 8, 5, 3
2020/9/2, 65, 23, 50, 8, 2, 2
2020/9/3, 59, 28, 55, 7, 4, 3
2020/9/4, 61, 27, 52, 6, 4, 2
2020/9/5, 57, 27, 73, 6, 3, 2
2020/9/6, 59, 36, 100, 15, 6, 4
2020/9/7, 74, 42, 85, 14, 7, 4
2020/9/8, 88, 28, 43, 9, 5, 3
2020/9/9, 65, 31, 54, 11, 5, 4
2020/9/10, 72, 22, 33, 10, 2, 4
2020/9/11, 51, 19, 30, 10, 1, 3
2020/9/12, 48, 13, 36, 7, 2, 2
2020/9/13, 30, 13, 36, 6, 2, 1
2020/9/14, 28, 18, 33, 8, 1, 2
2020/9/15, 38, 24, 53, 12, 2, 2
2020/9/16, 57, 23, 38, 11, 1, 3
2020/9/17, 54, 29, 55, 9, 2, 2
2020/9/18, 57, 23, 31, 7, 1, 2
2020/9/19, 42, 14, 35, 7, 1, 2
2020/9/20, 22, 22, 48, 7, 3, 2
2020/9/21, 35, 25, 55, 9, 3, 2
2020/9/22, 44, 23, 57, 11, 4, 2
2020/9/23, 46, 20, 32, 10, 3, 2
2020/9/24, 32, , 54, 10, 2, 2
2020/9/25, 50, , 35, 11, 2, 2
2020/9/26, 41, , 38, 10, 1, 2
2020/9/27, 23, 9, 24, 16, 2, 3
2020/9/28, 30, 22, 37, 12, 2, 2
2020/9/29, 39, 16, 37, 9, 1, 2
2020/9/30, 37, 26, 49, 7, 3, 3
2020/4/1, 32, 23, 36, 11, 2, 3
2020/4/2, 49, 40, 42, 7, 3, 3
2020/4/3, 67, 25, 47, 6, 2, 2
2020/4/4, 58, 33, 48, 8, 1, 2
2020/4/5, 63, 26, 35, 14, 2, 3
2020/4/6, 52, 19, 39, 10, 2, 2
2020/4/7, 44, 29, 38, 14, 2, 3
2020/4/8, 55, 27, 51, 11, 3, 3
2020/4/9, 61, 28, 53, 13, 2, 4
2020/4/10, 57, 35, 41, 13, 1, 4
2020/4/11, 75, 17, 48, 7, 1, 2
2020/4/12, 41, 36, 65, 8, 3, 2
2020/4/13, 66, 37, 70, 11, 2, 3
2020/4/14, 73, 43, 72, 11, 2, 3
2020/4/15, 84, 38, 65, 18, 2, 4
2020/4/16, 78, 35, 46, 16, , 5
2020/4/17, 74, 40, 51, 12, 2, 4
2020/4/18, 83, 36, 25, 10, 3, 4
2020/4/19, 72, 30, 64, 10, 3, 3
2020/4/20, 64, 28, 55, 7, 1, 4
2020/4/21, 51, 11, 50, 7, 1, 2
2020/4/22, 21, 14, 45, 9, 1, 2
2020/4/23, 36, 10, 45, 9, 1, 3
2020/4/24, 33, 29, 53, 15, 2, 4
2020/4/25, 69, 27, 44, 11, 1, 4
2020/4/26, 68, 19, 30, 14, 1, 3
2020/4/27, 42, 30, 48, 8, 1, 2
2020/4/28, 47, 40, 76, 10, 3, 4
2020/4/29, 73, 43, 51, 12, 2, 3
2020/4/30, 85, 43, 57, 16, 2, 4
2020/5/1, 91, 34, 42, 12, 2, 4
2020/5/2, 80, 23, 22, 7, 2, 2
2020/5/3, 51, 23, 32, 4, 3, 2
2020/5/4, 50, 32, 32, 6, 2, 2
2020/5/5, 58, 25, 22, 9, 3, 2
2020/5/6, 47, 13, 36, 8, 2, 2
2020/5/7, 30, 22, 25, 9, 3, 2
2020/5/8, 48, 18, 17, 6, 2, 1
2020/5/9, 37, 23, 29, 5, 1, 1
2020/5/10, 41, 28, 49, 8, 1, 4
2020/5/11, 62, 28, 34, 11, 2, 3
2020/5/12, 59, 37, 73, 10, 1, 4
2020/5/13, 72, 46, 75, 11, 2, 4
2020/5/14, 81, 33, 44, 8, 2, 3
2020/5/15, 60, 21, 24, 9, 2, 3
2020/5/16, 42, 16, 23, 6, 1, 2
2020/5/17, 17, 19, 27, 8, 2, 2
2020/5/18, 34, 14, 28, 13, 2, 3
2020/5/19, 30, 19, 37, 13, 1, 4
2020/5/20, 42, 20, 31, 13, 3, 4
2020/5/21, 38, 6, 34, 11, 1, 3
2020/5/22, 15, 7, 34, 8, 1, 3
2020/5/23, 18, 18, 46, 9, 1, 3
2020/5/24, 39, 22, 44, 10, 2, 3
2020/5/25, 46, 20, 28, 8, 2, 2
2020/5/26, 37, 11, 26, 11, 2, 2
2020/5/27, 22, 13, 19, 17, 1, 3
2020/5/28, 33, 19, 41, 14, 2, 5
2020/5/29, 48, 19, 28, 7, 1, 3
2020/5/30, 32, 12, 24, 5, 2, 1
2020/5/31, 24, 14, 18, 6, 2, 2
2020/6/1, 31, 13, 16, 5, 2, 1
2020/6/2, 20, 13, 12, 6, 2, 1
2020/6/3, 28, 17, 23, 5, 2, 1
2020/6/4, 25, 16, 21, 6, 2, 
2020/6/5, 31, 13, 19, 5, 1, 1
2020/6/6, 29, 10, 24, 8, 1, 2
2020/6/7, 25, 15, 10, 9, 1, 2
2020/6/8, 26, 14, 19, 11, 1, 3
2020/6/9, 29, 17, 30, 10, 2, 3
2020/6/10, 36, 17, 27, 10, 2, 2
2020/6/11, 39, 17, 19, 6, 2, 1
2020/6/12, 33, 20, 41, 6, 2, 2
2020/6/13, 42, 19, 38, 6, 2, 2
2020/6/14, 37, 17, 27, 7, 2, 1
2020/6/15, 27, 14, 21, 6, 2, 1
2020/6/16, 25, 17, 28, 8, 1, 1
2020/6/17, 31, 14, 26, 7, 2, 1
2020/6/18, 33, 16, 19, 6, 3, 2
2020/6/19, 34, 17, 23, 8, 2, 1
2020/6/20, 42, 19, 25, 6, 2, 1
2020/6/21, 45, 16, 19, 5, 3, 1
2020/6/22, 32, 19, 25, 7, 2, 2
2020/6/23, 33, 17, 25, 6, 2, 1
2020/6/24, 31, 15, 20, 5, 2, 1
2020/6/25, 27, 11, 24, 4, 1, 1
2020/6/26, 27, 15, 30, 6, 3, 2
2020/6/27, 33, 13, 24, 5, 2, 1
2020/6/28, 28, 17, 24, 6, 1, 2
2020/6/29, 33, 14, 24, 5, 3, 
2020/6/30, 25, 12, 24, 6, 3, 2
2020/1/1, 30, 19, 30, 17, 1, 4
2020/1/2, 37, 27, 38, 19, 2, 5
2020/1/3, 52, 35, 42, 18, 2, 6
2020/1/4, 77, 34, 44, 13, 2, 4
2020/1/5, 72, 51, 29, 16, 2, 5
2020/1/6, 98, 42, 36, 25, 4, 7
2020/1/7, 92, 34, 39, 13, 2, 5
2020/1/8, 61, 32, 37, 14, 3, 5
2020/1/9, 63, 31, 34, 17, 3, 5
2020/1/10, 62, 32, 35, 11, 2, 3
2020/1/11, 68, 19, 30, 8, 3, 4
2020/1/12, 35, 29, 31, 10, 1, 3
2020/1/13, 62, 33, 33, 11, 2, 3
2020/1/14, 61, 27, 33, 11, 1, 4
2020/1/15, 66, 22, 39, 11, 1, 3
2020/1/16, 51, 11, 28, 9, 2, 2
2020/1/17, 26, 30, 25, 11, 1, 4
2020/1/18, 58, 39, 26, 10, 2, 4
2020/1/19, 81, 30, 34, 11, 2, 5
2020/1/20, 67, 45, 43, 21, 4, 7
2020/1/21, 100, 54, 37, 24, 4, 10
2020/1/22, 115, 38, 51, 19, 3, 7
2020/1/23, 94, 28, 32, 7, 1, 4
2020/1/24, 68, 16, 34, 5, 1, 2
2020/1/25, 41, 7, 33, 4, 2, 1
2020/1/26, 15, 12, 27, 6, 4, 2
2020/1/27, 18, 16, 31, 5, 1, 3
2020/1/28, 28, 17, 30, 7, 2, 3
2020/1/29, 39, 31, 43, 9, 3, 4
2020/1/30, 76, 38, 40, 9, 3, 4
2020/1/31, 91, 30, 41, 11, 2, 3
2020/2/1, 73, 22, 40, 12, 1, 3
2020/2/2, 51, 23, 33, 11, 2, 3
2020/2/3, 55, 17, 35, 8, 2, 3
2020/2/4, 43, 18, 36, 7, 4, 2
2020/2/5, 45, 22, 43, 6, 1, 2
